video_mean,video_std,video_max,video_min,video_median,mfcc_mean,mfcc_std,spectral_centroid_mean,zero_crossing_rate_mean,text_embedding_mean,text_embedding_std,text_length,speaker,Sr No.,Sentiment
14.037504982461735,22.218490757429077,201,0,4.0,-10.611117,76.54624,2288.7641351842585,0.10933670343137254,-0.010176337,0.5302716,14,2298605868,257,positive
18.711255381058674,19.755614475960368,140,0,10.0,-9.170079,79.07268,1817.9273759451662,0.08597237723214286,-0.010986407,0.5432768,1,2298605868,263,neutral
18.937875677614795,19.75840966410832,156,0,10.0,-11.417665,98.625725,1732.355745213678,0.06906654094827586,-0.01062297,0.53422207,2,4102229847,264,neutral
13.169122688137755,19.131793564317437,175,0,9.0,-12.6901245,81.06829,2650.505255541157,0.14867527173913042,-0.010498638,0.5325965,15,4102229847,268,neutral
30.888969826211735,28.492815292019017,235,0,22.0,-19.108694,100.96752,1893.2368746692014,0.0960422092013889,-0.009704384,0.51844126,2,2298605868,273,neutral
28.816892538265307,29.927995068647913,254,0,20.0,-16.491692,73.207954,2281.3435000803893,0.11212433136261261,-0.010094102,0.52704483,12,2298605868,276,positive
19.944878029336735,21.579888287864048,235,0,11.0,-21.469265,94.52726,1631.1706181732775,0.07261439732142858,-0.010137075,0.5179867,1,838712619,277,positive
22.599002511160716,26.25748242031529,219,0,10.0,-20.608776,95.0147,2408.5615170714,0.11416422526041667,-0.010169956,0.526533,9,3201831437,280,neutral
23.633456234056123,24.204627851450507,213,0,14.0,-15.849441,100.10907,2306.0862824488413,0.123046875,-0.011015075,0.54025036,7,2298605868,281,negative
23.10077527104592,23.357073243296238,206,0,14.0,-12.980993,97.77689,1950.2389766974525,0.08980305989583333,-0.012553067,0.5479599,3,838712619,282,neutral
18.227865911989795,19.869804433518727,177,0,9.0,-18.867846,100.537186,2281.4909519561247,0.14115963706487342,-0.009367585,0.52152056,13,838712619,283,neutral
47.155492665816325,42.100921398866745,255,0,39.0,-20.764734,88.28063,3042.475802993411,0.14850725446428573,-0.011455853,0.5385699,3,838712619,287,negative
67.91332011320154,63.50497271913941,253,0,46.0,-20.66223,94.91764,1923.1627626871896,0.1101861118285124,-0.010171489,0.52866685,2,3755257647,298,negative
50.78788663903061,47.456825773013506,251,0,31.0,-17.2244,90.987015,2207.255535879218,0.14293552673969073,-0.009166266,0.50782657,3,2193894073,306,positive
34.12225267059949,31.82551776281019,253,0,26.0,-13.170848,81.40011,1959.2472626726574,0.1121436050257732,-0.011184349,0.54075295,6,838712619,311,neutral
34.67526705994898,32.055266682694146,250,0,27.0,-17.15626,94.51487,1842.1596191304802,0.09142696496212122,-0.01076369,0.5350548,18,838712619,319,negative
49.280219626913265,46.54621297980186,254,0,36.0,-19.251019,100.12354,2056.920122749659,0.10364966299019608,-0.01113286,0.5456697,6,2193894073,338,negative
50.76505998883928,49.218097783765636,255,0,37.0,-17.199074,80.236336,1831.989800020462,0.08763292100694445,-0.00914355,0.51651996,5,838712619,339,positive
44.105903220663265,47.61326987742473,255,0,28.0,-20.648127,104.15895,2075.705753726287,0.11317922108208955,-0.010667612,0.5301759,1,838712619,343,negative
50.65084801498725,48.721685822456045,255,0,38.0,-16.466852,101.8697,1759.0049183644794,0.09056599934895833,-0.009270535,0.5228716,9,373341654,356,positive
52.20872727997449,46.286526289088464,255,0,42.0,-14.377571,91.57402,1882.4661813379282,0.09232053894927536,-0.011484578,0.5597406,18,838712619,358,positive
64.65628587372449,35.922324362772954,226,0,63.0,-20.298471,106.12707,2407.095456199712,0.13190936325187969,-0.010780451,0.5369443,10,838712619,362,neutral
73.27983099489796,42.17530448938642,255,0,70.0,-18.651653,98.42885,2596.250517643995,0.14565990010245902,-0.009936687,0.5297822,3,2298605868,394,negative
67.45496053890307,47.213680802085904,255,0,60.0,-15.57986,79.776924,2126.7879248271365,0.1251732610887097,-0.010106719,0.51768464,1,3755257647,397,positive
62.660464166135206,47.62195439828654,255,0,50.0,-11.291898,65.81937,1951.9637336933245,0.11480312945156695,-0.009335981,0.52532786,22,838712619,401,negative
70.37964764030612,41.89676361893932,255,0,61.0,-10.630475,57.90444,2173.0332767708805,0.12404952886450382,-0.009848497,0.53418523,9,838712619,404,positive
85.60731325733418,50.545969205444415,255,0,83.0,-12.816313,59.227013,1944.9161366691571,0.11685965401785714,-0.0112382425,0.53797364,3,2298605868,406,negative
31.23933952487245,37.43176555359339,253,0,16.0,-24.083757,93.39397,3145.344592621241,0.20976206798427152,-0.011038233,0.55800414,14,499115829,414,positive
67.41996372767858,49.8518661388337,255,0,60.0,-8.243884,58.1436,2195.729086852099,0.10701216774425287,-0.00967626,0.52523065,7,2193894073,428,neutral
52.88405213647959,43.82805335503794,255,0,40.0,-11.130182,71.06822,2791.7435373635512,0.14937000704887218,-0.010115437,0.52812535,5,3755257647,437,negative
77.90359534438775,59.80830289294147,255,0,61.0,-8.26344,60.904205,2071.0081362591222,0.12795989046391754,-0.009207171,0.5197614,3,172183081,440,negative
41.91873007015306,37.226169628732976,255,0,39.0,-24.983738,119.38368,1903.0123774791628,0.10175356657608696,-0.010921761,0.5450142,6,2880230090,452,neutral
38.59788145727041,38.06482005795249,255,0,31.0,-19.659534,75.524826,2175.4788149782935,0.14554625984251968,-0.010736574,0.54069406,12,2880230090,456,negative
47.4984225526148,38.68147971974254,251,1,38.0,-30.246996,126.30924,3355.7210838602937,0.22272168975515463,-0.011335005,0.5443175,2,172183081,465,neutral
60.95000597895408,46.56404149918867,255,0,56.0,-21.784435,89.19706,3306.232293369432,0.20931343410326086,-0.009463933,0.5280803,8,2298605868,477,negative
57.482882254464286,43.815945356386635,255,0,53.0,-22.950811,101.475624,2458.8162806956543,0.14310008081896552,-0.009651047,0.52311313,1,2298605868,486,neutral
70.60776965082908,52.88367529081977,255,0,58.0,-16.920313,87.67253,2861.525538456692,0.13767876059322035,-0.009846291,0.53085774,3,2193894073,490,positive
76.55793108258929,56.5891185690168,255,0,67.0,-9.764984,72.56611,2055.2072213016922,0.0910498775652985,-0.011412766,0.54328513,10,2298605868,493,neutral
75.69117805325256,44.40562261127169,255,0,74.0,-7.5662827,77.686356,1517.6917494576608,0.05865119485294118,-0.009874479,0.54071754,10,2298605868,496,neutral
82.40913683832908,48.009469198037436,254,0,78.0,-14.669688,78.18627,1657.4376375009062,0.09030587332589286,-0.0101181455,0.52066934,2,2298605868,531,negative
47.30136320153061,38.20730160507839,244,0,38.0,-21.373466,105.332855,2280.2324775363177,0.10930524553571429,-0.010106719,0.51768464,1,2298605868,534,positive
48.24702845982143,38.52661477442611,248,0,39.0,-23.703737,119.38376,2394.4275567831473,0.11508413461538461,-0.011950575,0.55238307,2,2298605868,535,neutral
46.19182577327806,36.2150045543786,255,0,37.0,-16.001974,75.71239,1938.5600457405585,0.10975796568627451,-0.009301759,0.53228045,1,2298605868,542,negative
50.312984295280614,35.30133839673333,253,0,46.0,-17.00351,84.826,1951.1546946775743,0.09574236188616071,-0.012370366,0.5740736,11,2298605868,543,negative
49.20426698022959,43.50480184451782,255,0,36.0,-24.26346,93.91199,2526.9242957507254,0.14508928571428573,-0.011222314,0.53829014,10,3755257647,567,neutral
53.83479551977041,45.16672643250017,255,1,43.0,-21.83521,81.7724,2065.306568965312,0.10753641010802469,-0.009981833,0.52370965,8,373341654,572,neutral
69.91940070950255,26.33716777743153,253,0,66.0,-24.72946,134.5549,2954.9835490515347,0.15635425464527028,-0.011960059,0.5540789,19,4097827020,581,positive
53.246478396045916,39.671172302126735,253,0,41.0,-13.106221,67.92289,2355.1950597655027,0.137158203125,-0.011068051,0.54187,14,2298605868,582,negative
68.57180125956633,44.28778264215156,255,0,74.0,-16.587263,84.39398,2641.149641703944,0.15973030252659576,-0.012015161,0.5637998,10,1762481146,592,neutral
40.200223214285714,33.63814895799222,249,0,31.0,-9.882197,101.50071,1676.1339969293117,0.06212591355846774,-0.011712599,0.54655594,7,429318794,606,positive
56.28499681122449,40.02741475876749,250,0,51.0,-14.788931,91.91592,2305.4261077352694,0.13215042372881355,-0.009432701,0.51313937,1,172183081,611,positive
52.56324238679847,33.38683483226152,248,0,49.0,-16.152233,99.870094,2197.4820791024754,0.12354473039215687,-0.009768493,0.5176808,4,429318794,613,neutral
50.58312639508929,32.22893251843674,247,0,46.0,-18.751635,92.63032,2361.8828440074594,0.139892578125,-0.0103703225,0.53344005,4,3772362721,614,positive
55.093686224489794,38.67068142607561,255,0,65.0,-18.429157,102.96201,2004.50529017742,0.09797305152529762,-0.011237276,0.5471589,13,3367154001,626,neutral
51.05568997130102,43.25592552912909,255,0,45.0,-18.099121,106.56959,1787.62063809905,0.08797728963744589,-0.009312211,0.5166923,11,3367154001,628,neutral
55.898126594387755,38.648570439906145,226,0,51.0,-23.992489,130.41357,2060.661596005623,0.07059873383620689,-0.010490749,0.532297,1,172183081,635,neutral
73.55331433354591,49.74443242669763,255,0,71.0,-9.501676,79.909904,2083.321202260444,0.10198877728174603,-0.009916792,0.5167615,1,2298605868,637,neutral
45.97201849489796,39.17225960080777,255,0,39.0,-15.992338,85.109245,2181.483434525516,0.10960144927536232,-0.010416765,0.53031343,17,3755257647,640,neutral
57.92180424904337,42.06715688133902,250,1,46.0,-25.21381,93.42211,2125.2115036519767,0.12717507102272727,-0.011095881,0.537692,2,1060303447,648,positive
63.00630879304847,50.87022941379444,254,0,53.0,-25.495937,105.37892,2480.481227065889,0.1381689453125,-0.0097031975,0.5235572,8,3755257647,708,neutral
63.05709303252551,48.11927206867781,254,0,51.0,-26.98506,126.1209,2848.2750208974685,0.1551547115796233,-0.010580619,0.5340973,3,373341654,715,positive
48.980089086415816,42.999461626112925,255,0,36.0,-17.948294,92.27516,1883.7119060779044,0.08037391075721154,-0.010747642,0.5420465,10,838712619,721,neutral
37.83042889030612,38.19800374963327,255,0,27.0,-22.20297,89.0589,3291.9933032546724,0.23113654641544118,-0.0102905,0.531369,4,172183081,725,positive
64.90567303093113,48.742768016763065,250,0,58.0,-18.70819,87.80552,3042.814726994712,0.19255015771713616,-0.010644893,0.5311707,15,373341654,732,neutral
32.37879065688775,39.99387965598437,254,0,15.0,-17.34535,86.43879,2705.5162506018964,0.1568868885869565,-0.010970873,0.53420323,2,2193894073,751,negative
80.33635104432398,51.87895993105717,255,0,72.0,-25.093973,123.286476,2724.383371915006,0.1535367098721591,-0.0106697725,0.52082205,2,2298605868,756,neutral
59.741128228635205,40.56780418021028,255,0,56.0,-18.943878,76.31153,2530.5078449194016,0.14706349927325582,-0.01048066,0.5422386,16,2298605868,785,neutral
53.20588727678572,44.5855647460393,255,0,42.0,-17.457703,83.201546,2390.0668898121503,0.1533470676369863,-0.0097702695,0.52603066,6,373341654,811,negative
67.79304049744898,40.81171880350134,255,0,61.0,-17.98317,90.74067,2821.6655363593904,0.14965148365825687,-0.009115544,0.5210403,8,172183081,816,negative
68.23513831313775,40.87257047766109,254,1,62.0,-19.294258,86.54664,2441.6110477539924,0.09712071572580645,-0.010758604,0.52729225,1,172183081,818,positive
66.41418207908163,41.107146485594804,255,0,60.0,-13.291822,77.43948,1931.8033791557298,0.10062890625,-0.01111425,0.5530227,10,2298605868,822,neutral
27.2235670440051,27.146296367802535,255,0,17.0,-21.644356,101.76705,1890.5523260227615,0.11413904138513513,-0.009883293,0.522931,2,373341654,834,neutral
31.419633888711736,30.413639925800453,255,0,22.0,-22.331688,97.0874,2227.0288681014695,0.129638671875,-0.010147753,0.52221334,5,373341654,838,neutral
50.1398776307398,33.53348289136676,233,0,43.0,-20.56889,94.06449,2549.85538610864,0.15724064753605768,-0.010227644,0.51904374,7,373341654,854,neutral
80.03946010044643,43.51433354873234,249,0,77.0,-20.624823,74.67701,2284.7978868811624,0.12585165334302326,-0.00966407,0.53327507,5,172183081,866,negative
56.54469866071429,42.37709288791685,251,0,49.0,-15.963882,74.788185,2707.6871896101457,0.17286036036036037,-0.011183466,0.53960264,7,172183081,873,neutral
60.5880859375,53.052727808935686,255,0,50.0,-22.75232,121.756805,1815.740549325007,0.0644775390625,-0.01138617,0.5456357,1,838712619,890,negative
56.1852877869898,55.19518267709078,255,0,36.0,-18.416996,92.59034,1971.3773946300012,0.12067205255681818,-0.009664539,0.51977414,1,3755257647,892,neutral
85.88792749521684,53.35657305763035,255,0,86.0,-18.296059,94.61172,2504.909302840032,0.12754105548469388,-0.01045991,0.541102,4,172183081,909,positive
48.03052455357143,35.68862438825738,252,0,44.0,-19.089201,78.4324,2111.6102992787546,0.10378778176229508,-0.009399595,0.51451117,3,172183081,934,negative
60.145435068558676,42.80747493026403,252,0,52.0,-21.191694,78.99401,3259.5445696101538,0.19434678819444445,-0.009407242,0.51349926,3,172183081,946,neutral
74.2813436702806,35.56945139925249,251,0,74.0,-21.324213,89.59641,1959.282018715435,0.10754015430900621,-0.011620995,0.5491156,14,172183081,956,negative
55.562764070471935,39.81781214566546,252,0,41.0,-20.351034,77.31326,2266.2127309544967,0.13863551363031915,-0.010344352,0.53167844,1,172183081,960,positive
45.135152264030616,34.12620618804553,252,1,35.0,-16.85082,91.78921,2115.6336798317448,0.12280981091485507,-0.009255367,0.5176478,15,2298605868,965,neutral
75.17342354910714,50.5555461032213,255,0,73.0,-28.844013,117.402725,1947.614267647992,0.10407788825757576,-0.009955148,0.5317021,9,3755257647,969,neutral
68.17190190529337,37.896880712790995,255,0,67.0,-19.705553,92.445206,2357.1387662139336,0.14021809895833334,-0.010460075,0.5299772,5,3755257647,971,neutral
88.42796456473214,46.417011016020545,252,0,71.0,-25.144085,84.196045,2440.705813785004,0.14346798335280375,-0.009065874,0.5137309,6,838712619,1001,negative
33.686377949617345,31.41361052864639,254,0,22.0,-4.0445065,69.47474,1787.9485264444106,0.09080013558884298,-0.009923748,0.52164644,12,838712619,1018,positive
78.79655113998724,52.46350977549504,255,0,68.0,-20.83565,106.595764,2321.2914143979538,0.1502398322610294,-0.01161985,0.54890186,4,2298605868,1031,neutral
45.187401347257655,42.00306106685563,254,0,33.0,-16.314707,82.62629,2254.497757846753,0.13651018765703518,-0.0102541605,0.52291673,8,2193894073,1051,neutral
18.849836575255104,22.838341998654958,187,0,11.0,-13.476262,78.36589,2395.837641894476,0.1223671875,-0.009946371,0.5266188,14,2193894073,1071,negative
60.31001275510204,37.03194920699358,254,0,57.0,-24.939785,109.856285,2221.8821030157146,0.12323131189006889,-0.0098445965,0.52918804,5,2298605868,1095,neutral
82.90552256058673,64.85894817122953,255,1,70.0,-24.16653,111.79868,1963.4449373474608,0.10519601632882883,-0.0103941485,0.5306365,8,838712619,1108,neutral
82.01179747289541,57.6058512073316,255,1,72.0,-21.412962,89.388,2150.2898119331376,0.1328074661726804,-0.008382725,0.49466294,14,838712619,1110,neutral
77.90449119100765,53.24722796644996,255,0,71.0,-25.258493,111.81538,1843.5540454808845,0.09177442528735633,-0.010743149,0.5368583,4,838712619,1112,positive
83.08801618303572,63.96657407065406,255,0,71.0,-20.844318,95.395454,1755.822026960148,0.10293189027255639,-0.010590819,0.5284953,10,2193894073,1114,neutral
45.212710259885206,31.547566084590454,250,0,39.0,-18.626469,93.30011,2278.563510330475,0.1204083760579427,-0.01086235,0.53348845,18,2519855003,1123,neutral
48.16180644132653,44.51686097771802,232,1,29.0,-25.780426,115.66161,2654.4396963309396,0.17445660581683167,-0.011513442,0.5483119,11,838712619,1132,positive
49.53384685905612,39.667072347538166,254,0,39.0,-13.624912,93.847466,1666.7589747509292,0.07726157583841463,-0.010385884,0.52725554,1,3755257647,1152,neutral
62.404683514030616,46.84724591610218,253,0,52.0,-20.626913,90.02171,2718.171325496457,0.15461331478004292,-0.010431153,0.5305464,18,3755257647,1161,positive
63.9509765625,28.853012479883454,220,0,68.0,-21.082664,101.23665,2131.884643701852,0.10488712086397059,-0.010986407,0.5432768,1,2193894073,1182,neutral
67.12558494100766,48.50729724636698,255,0,57.0,-24.334444,97.57104,2323.1516847410344,0.12242261669303797,-0.010095934,0.5295887,19,3755257647,1185,negative
73.85593012595663,61.88065701414148,255,0,58.0,-24.058723,93.93169,2097.8793647886982,0.10976727089185394,-0.01098561,0.5529256,20,172183081,1186,neutral
69.49542211415816,47.50853171491939,255,0,59.0,-18.682934,80.1485,2103.139598036539,0.11554374403625954,-0.0109033985,0.5339692,11,329996102,1193,negative
43.57414500956633,36.18640488365812,254,0,35.0,-18.683184,98.2233,1978.356420248082,0.09259354440789473,-0.010019924,0.52678424,5,2193894073,1210,neutral
81.07904775191327,38.17414386392619,251,0,81.0,-14.650888,87.63446,1797.2152025169698,0.10532041139240507,-0.01024489,0.53078973,17,2298605868,1217,positive
73.92529695471939,38.353543043664416,237,0,74.0,-22.795174,106.30498,2742.774065065142,0.15860555460164835,-0.010565005,0.52636594,1,2298605868,1221,neutral
67.3830078125,48.18127688110551,245,0,64.0,-16.892408,80.9393,2228.5190642833913,0.11054788176546392,-0.010439418,0.5427465,3,4150121856,1230,neutral
72.0593391262755,56.27542033380929,255,0,63.0,-21.996883,87.47384,2590.6242168765657,0.1710263206845238,-0.009475656,0.5205361,7,3755257647,1245,negative
51.18582987882653,47.90492533668278,255,0,38.0,-13.18998,74.31585,2787.556571839641,0.16280968652139874,-0.010348507,0.5451696,9,2193894073,1250,negative
33.70242944834184,35.68048833417045,254,1,22.0,-31.459553,124.573586,3216.802065402313,0.225305857392132,-0.0105976155,0.5336816,10,2298605868,1272,negative
81.23820651307398,62.3744848486655,255,0,66.0,-25.251007,126.461555,2297.277248175367,0.11520830172936893,-0.010080342,0.5278642,6,2298605868,1285,negative
58.62589883609694,51.84366054207665,247,0,40.0,-23.667501,117.82448,2079.5539601068062,0.10269252232142857,-0.010212987,0.5196085,1,172183081,1298,positive
31.59151686065051,29.691551133082466,218,0,24.0,-27.493336,105.3022,1773.9845016057968,0.08275741185897435,-0.011162676,0.55965245,7,172183081,1313,negative
53.72232441804847,49.17220395717687,255,0,33.0,-12.386441,81.27662,2051.9870008820876,0.11446707589285714,-0.009853101,0.5240026,2,2193894073,1319,neutral
85.82224370216836,44.89171976416327,253,0,85.0,-9.738365,73.02937,2019.5735457864619,0.11173148777173914,-0.009938725,0.5211397,12,2298605868,1324,neutral
82.24433793048469,58.31167686654606,247,0,79.0,-12.878805,80.33532,1676.1991134018242,0.10301396618150685,-0.012140165,0.5668865,6,838712619,1328,neutral
58.104333745216834,36.65636082068993,253,0,59.0,-23.131525,97.21502,2741.1868095026566,0.1595730251736111,-0.01150225,0.5626642,4,172183081,1350,neutral
61.16103914221939,45.489033025842375,240,0,64.0,-11.613018,69.75111,2576.683909241901,0.16123876031839623,-0.010884542,0.5302112,5,2193894073,1369,neutral
67.87645786830358,49.9126264310069,255,0,58.0,-29.924883,129.71538,2547.1250301164955,0.14749490489130435,-0.0106548555,0.5325385,6,172183081,1380,negative
55.971143574617344,44.26403361568439,253,0,45.0,-19.677067,108.25313,1738.3456419374543,0.06321207682291667,-0.010758604,0.52729225,1,3164128161,1387,positive
62.48925283003827,54.809030870533455,254,0,55.0,-21.063314,87.40957,2066.640056077318,0.12837769813144329,-0.010496019,0.5314796,3,3755257647,1403,positive
49.608129384566325,33.488008517163756,252,0,45.0,-24.668854,103.568054,2901.9679928054543,0.21366003787878787,-0.0102058295,0.52189994,2,3755257647,1416,neutral
58.679500159438774,37.27387652085226,253,0,60.0,-23.270782,106.19071,1874.1410352455277,0.1025001415307971,-0.010640923,0.53447366,7,838712619,1423,neutral
51.92217095822704,42.395615126071704,255,0,46.0,-18.512287,95.49888,1781.5491454716184,0.10315335181451613,-0.0099332975,0.5236049,6,2298605868,1451,negative
51.12529894770408,48.66776772387168,255,0,36.0,-6.414935,60.952396,1834.2773533627997,0.09977903204449153,-0.009255511,0.52227086,5,838712619,1460,neutral
50.2594088807398,45.34248572585994,255,0,39.0,-15.036922,95.55482,2071.7573246194124,0.11141164679276316,-0.00960606,0.5212186,12,602759595,1486,neutral
59.20748863998725,42.180049275016074,255,0,47.0,-19.36711,85.3515,1843.513783512093,0.09417660361842105,-0.010446385,0.52665824,12,838712619,1496,positive
59.06670220822704,42.14939986565036,255,0,48.0,-26.912027,110.6228,2454.976670331476,0.158203125,-0.012535813,0.5811714,3,373341654,1500,neutral
38.192319036989794,35.72337575719033,255,0,26.0,-10.374684,73.861275,2225.2375960663003,0.1177086796320922,-0.011908102,0.5596319,10,3777844789,1523,neutral
45.69345703125,37.03538716662457,252,0,35.0,-7.9018445,79.46407,1532.4175827479244,0.07362567779680365,-0.010944662,0.55112225,8,172183081,1535,negative
51.93039002710459,39.564954454787255,242,0,42.0,-8.143006,66.91519,2085.192338563462,0.11099679129464286,-0.010923906,0.5319951,2,172183081,1539,positive
35.46045121173469,30.991210372684865,254,0,29.0,-15.0443735,92.999756,2217.5779751996292,0.12096928615196079,-0.010324537,0.5366901,2,172183081,1569,positive
37.00932716836735,32.454028525469546,254,0,29.0,-20.053215,89.63452,2202.8523476279106,0.11876260080645161,-0.010027037,0.5296679,7,172183081,1579,neutral
54.90652403539541,42.141173100327705,253,0,51.0,-16.648256,103.105896,1743.5245716665574,0.08541434151785714,-0.010618043,0.5266087,2,2298605868,1591,positive
86.28502272002551,60.910319390252255,254,0,78.0,-23.537651,121.46711,2103.8168096566224,0.08996814104087453,-0.010460732,0.52896297,15,838712619,1602,positive
75.37087651466837,62.00716401599623,255,0,64.0,-28.761593,141.51329,2517.8235598973674,0.10224171173878205,-0.009139304,0.50909394,2,172183081,1608,positive
77.6896843112245,48.079504892093425,248,0,79.0,-20.00366,104.47222,2487.2413003812426,0.13795601723820058,-0.011115663,0.55034333,29,2298605868,1619,positive
72.86773656728316,50.11054206439362,241,0,68.0,-19.488544,101.595795,2018.0463311806993,0.10384695870535714,-0.009402165,0.5170327,2,2193894073,1622,neutral
63.909259406887756,44.85881936727159,244,0,60.0,-16.12347,84.33517,1992.148644612278,0.10951299252717392,-0.011008303,0.53654224,7,2298605868,1629,positive
47.22537866709184,40.234965478331375,254,0,37.0,-17.752872,96.74163,1901.515521502841,0.07588643695584577,-0.008832903,0.51014453,17,838712619,1642,neutral
58.68837591677296,37.035389950991686,255,0,59.0,-9.49365,92.57345,1839.8562827516564,0.08791055484693877,-0.009853101,0.5240026,2,838712619,1648,neutral
54.362548828125,35.425151194677824,254,0,56.0,-21.649998,95.23101,2250.5359088921805,0.1282946134868421,-0.010424644,0.5381239,1,838712619,1653,neutral
58.49413265306122,29.972339392848657,186,0,61.0,-19.776157,68.693634,2823.2533190744057,0.18391927083333334,-0.009989037,0.52899,6,172183081,1654,negative
43.557356106505104,31.095111380200464,212,0,39.0,-23.660772,88.562065,2592.4405506042367,0.14806798986486486,-0.009737003,0.5231034,16,838712619,1660,neutral
44.82705177774235,32.33764710343555,215,0,40.0,-22.026653,95.87291,2122.4795048731703,0.10838836984536082,-0.009204754,0.5144255,8,838712619,1662,neutral
58.00890963807398,27.000463537298753,183,0,62.0,-14.747238,93.60576,2482.1545331477055,0.1516402939618644,-0.011418704,0.5413508,3,838712619,1663,neutral
19.927228156887754,23.977619881871906,254,0,10.0,-18.206207,117.91618,2084.58543218819,0.08546173878205128,-0.011071448,0.54141384,5,172183081,1683,positive
44.520704121492344,35.0865906792656,252,0,40.0,-20.502064,92.2936,2085.1172233181296,0.11846852022058824,-0.011560974,0.54650545,1,1154296675,1698,neutral
84.2562330596301,49.34111235890397,249,0,86.0,-18.160748,99.62129,2146.3936542055067,0.1331719292534722,-0.010094534,0.52504677,10,1710630283,1719,negative
61.21419005102041,42.136695021993695,253,1,55.0,-19.887383,86.32739,2275.85248493097,0.11887993246822035,-0.011027481,0.5421229,25,3755257647,1724,neutral
62.31759606186225,36.319594822096164,222,0,61.0,-20.400269,110.035675,1772.955819348579,0.09531634041432584,-0.010350159,0.5308924,25,2193894073,1730,negative
